,step,accuracy,loss
0,0,0.37109375,0.9011551141738892
1,1,0.33984375,0.8376509547233582
2,2,0.4140625,0.7572447061538696
3,3,0.453125,0.722622275352478
4,4,0.5546875,0.6878810524940491
5,5,0.6328125,0.6713190674781799
6,6,0.6796875,0.6468085050582886
7,7,0.671875,0.6553610563278198
8,8,0.69140625,0.6315445303916931
9,9,0.62890625,0.7089043259620667
10,10,0.63671875,0.6975446343421936
11,11,0.66796875,0.6648356914520264
12,12,0.66015625,0.6756593585014343
13,13,0.6640625,0.6638608574867249
14,14,0.6796875,0.6385003328323364
15,15,0.671875,0.6425792574882507
16,16,0.7109375,0.601881206035614
17,17,0.72265625,0.5812358260154724
18,18,0.609375,0.6895146369934082
19,19,0.6640625,0.6337893009185791
20,20,0.6328125,0.6530394554138184
21,21,0.671875,0.6193544268608093
22,22,0.67578125,0.6016609072685242
23,23,0.6640625,0.6211156845092773
24,24,0.6796875,0.598118782043457
25,25,0.71875,0.5961189866065979
26,26,0.6796875,0.6221446990966797
27,27,0.72265625,0.5849416851997375
28,28,0.70703125,0.5963419675827026
29,29,0.66015625,0.6375481486320496
30,30,0.61328125,0.6450127959251404
31,31,0.703125,0.6018675565719604
32,32,0.72265625,0.5895097851753235
33,33,0.64453125,0.6490104794502258
34,34,0.67578125,0.608274519443512
35,35,0.75,0.5772347450256348
36,36,0.69140625,0.595126211643219
37,37,0.7265625,0.5883869528770447
38,38,0.68359375,0.6072462797164917
39,39,0.75,0.5640175342559814
40,40,0.69140625,0.5827026963233948
41,41,0.71484375,0.5737159848213196
42,42,0.6953125,0.5967641472816467
43,43,0.63671875,0.6329118013381958
44,44,0.73828125,0.5585657358169556
45,45,0.70703125,0.5639406442642212
46,46,0.65234375,0.6341333389282227
47,47,0.6796875,0.5899649262428284
48,48,0.6953125,0.5977061986923218
49,49,0.67578125,0.6023455858230591
50,50,0.65234375,0.627156138420105
51,51,0.6796875,0.6219506859779358
52,52,0.6796875,0.5982167720794678
53,53,0.69921875,0.5790087580680847
54,54,0.67578125,0.5896285772323608
55,55,0.671875,0.5994216203689575
56,56,0.70703125,0.5537769198417664
57,57,0.7265625,0.5817333459854126
58,58,0.6953125,0.5812361240386963
59,59,0.65625,0.6165484189987183
60,60,0.7109375,0.5638448596000671
61,61,0.6875,0.5792421698570251
62,62,0.69921875,0.5883864164352417
63,63,0.6875,0.5830668210983276
64,64,0.71875,0.5648478269577026
65,65,0.73828125,0.5575900673866272
66,66,0.65625,0.6264687180519104
67,67,0.71875,0.5708214640617371
68,68,0.703125,0.583909809589386
69,69,0.69140625,0.5974376201629639
