,step,accuracy,loss
0,0,0.78515625,0.6145206689834595
1,1,0.8046875,0.5991168022155762
2,2,0.83203125,0.5048409700393677
3,3,0.82421875,0.5228171348571777
4,4,0.7890625,0.5685059428215027
5,5,0.8125,0.532744288444519
6,6,0.8203125,0.5093578696250916
7,7,0.80078125,0.576023519039154
8,8,0.8203125,0.48834705352783203
9,9,0.83203125,0.4661588668823242
10,10,0.7890625,0.5014021992683411
11,11,0.79296875,0.5163629055023193
12,12,0.8046875,0.5065512657165527
13,13,0.8515625,0.4185946583747864
14,14,0.7734375,0.5236791372299194
15,15,0.80859375,0.4844454526901245
16,16,0.81640625,0.4745481014251709
17,17,0.80859375,0.4777471125125885
18,18,0.79296875,0.4951145648956299
19,19,0.79296875,0.5383804440498352
20,20,0.859375,0.40360909700393677
21,21,0.82421875,0.46689170598983765
22,22,0.83984375,0.43611061573028564
23,23,0.765625,0.5412737131118774
24,24,0.82421875,0.46172887086868286
25,25,0.80859375,0.4879705309867859
26,26,0.82421875,0.45732417702674866
27,27,0.80078125,0.48675376176834106
28,28,0.8046875,0.49379152059555054
29,29,0.828125,0.4362165033817291
30,30,0.82421875,0.476570188999176
31,31,0.82421875,0.443193256855011
32,32,0.8515625,0.40532585978507996
33,33,0.84765625,0.39572665095329285
34,34,0.828125,0.4463730454444885
35,35,0.82421875,0.4480378329753876
36,36,0.8203125,0.44656437635421753
37,37,0.7890625,0.5078361630439758
38,38,0.8125,0.4638884663581848
39,39,0.80859375,0.47788116335868835
40,40,0.83984375,0.42090800404548645
41,41,0.7890625,0.5083573460578918
42,42,0.81640625,0.43687868118286133
43,43,0.8671875,0.39709967374801636
44,44,0.8203125,0.4575546979904175
45,45,0.8125,0.46369099617004395
46,46,0.8046875,0.4625322222709656
47,47,0.859375,0.38496020436286926
48,48,0.80859375,0.4619455337524414
49,49,0.8359375,0.42961305379867554
50,50,0.7890625,0.5036124587059021
51,51,0.8203125,0.4552367031574249
52,52,0.82421875,0.4439624845981598
53,53,0.8359375,0.42037728428840637
54,54,0.83203125,0.4231834411621094
55,55,0.83203125,0.4415877163410187
56,56,0.828125,0.43851763010025024
57,57,0.83203125,0.4261116683483124
58,58,0.859375,0.38107964396476746
59,59,0.83984375,0.39677685499191284
60,60,0.828125,0.437944233417511
61,61,0.8203125,0.43132346868515015
62,62,0.80859375,0.4614526629447937
63,63,0.8203125,0.4367367625236511
64,64,0.81640625,0.4382510483264923
65,65,0.83984375,0.41842204332351685
66,66,0.83984375,0.40132060647010803
67,67,0.8125,0.44784390926361084
68,68,0.8203125,0.42784973978996277
69,69,0.86328125,0.37629225850105286
70,70,0.8125,0.42815136909484863
71,71,0.8359375,0.4177270829677582
72,72,0.84375,0.3962324261665344
73,73,0.80859375,0.4709516167640686
74,74,0.828125,0.43234455585479736
75,75,0.81640625,0.4325268566608429
76,76,0.828125,0.4144688844680786
77,77,0.7890625,0.48850658535957336
78,78,0.81640625,0.4359394311904907
79,79,0.81640625,0.43844541907310486
80,80,0.84375,0.41145560145378113
81,81,0.80859375,0.4658762812614441
82,82,0.83984375,0.41859811544418335
83,83,0.828125,0.43350908160209656
84,84,0.8515625,0.38410288095474243
85,85,0.84375,0.37980887293815613
86,86,0.84375,0.4051063656806946
87,87,0.83984375,0.43212220072746277
88,88,0.8046875,0.46721315383911133
89,89,0.8203125,0.44152742624282837
90,90,0.78515625,0.4835319221019745
91,91,0.86328125,0.3689086139202118
92,92,0.8125,0.44327011704444885
93,93,0.89453125,0.35627278685569763
94,94,0.859375,0.3995981514453888
95,95,0.84765625,0.3842611014842987
96,96,0.85546875,0.3934614360332489
97,97,0.796875,0.46758949756622314
98,98,0.81640625,0.4527319669723511
99,99,0.8515625,0.3988577425479889
100,100,0.8125,0.44653311371803284
101,101,0.8359375,0.411257266998291
102,102,0.85546875,0.3846600353717804
103,103,0.84765625,0.3861231803894043
104,104,0.80078125,0.45767533779144287
105,105,0.80078125,0.4568991959095001
106,106,0.83984375,0.3992428779602051
107,107,0.78515625,0.4820769727230072
108,108,0.8125,0.45522528886795044
109,109,0.8359375,0.42828914523124695
110,110,0.8203125,0.4184841513633728
111,111,0.83984375,0.4251057505607605
112,112,0.80859375,0.4429953992366791
113,113,0.83984375,0.39546358585357666
114,114,0.83984375,0.3874360918998718
115,115,0.81640625,0.4235968589782715
116,116,0.82421875,0.4537414014339447
117,117,0.79296875,0.44803309440612793
118,118,0.81640625,0.44424402713775635
119,119,0.8203125,0.4296261668205261
120,120,0.8515625,0.4012819826602936
121,121,0.8515625,0.4121323525905609
122,122,0.84765625,0.39977046847343445
123,123,0.86328125,0.37203413248062134
124,124,0.796875,0.45195913314819336
125,125,0.83203125,0.40022143721580505
126,126,0.83203125,0.4286699891090393
127,127,0.7734375,0.48561376333236694
128,128,0.80859375,0.43539538979530334
129,129,0.79296875,0.47643283009529114
130,130,0.87890625,0.3842341899871826
131,131,0.81640625,0.4227014183998108
132,132,0.81640625,0.4338056445121765
133,133,0.89453125,0.36621546745300293
134,134,0.82421875,0.44329920411109924
135,135,0.80859375,0.46447518467903137
136,136,0.8359375,0.41704243421554565
137,137,0.8125,0.43612730503082275
138,138,0.859375,0.35682055354118347
139,139,0.79296875,0.4654652178287506
140,140,0.828125,0.4213607907295227
141,141,0.84375,0.3951781690120697
142,142,0.8203125,0.42466482520103455
143,143,0.875,0.36096468567848206
144,144,0.8359375,0.3939317762851715
145,145,0.81640625,0.4506683051586151
146,146,0.8359375,0.43851175904273987
147,147,0.80859375,0.4306230843067169
148,148,0.86328125,0.4036388397216797
149,149,0.86328125,0.40097755193710327
150,150,0.83203125,0.42741966247558594
151,151,0.8125,0.44009700417518616
152,152,0.90234375,0.3224160969257355
153,153,0.859375,0.3559548258781433
154,154,0.8359375,0.39878204464912415
155,155,0.7578125,0.5230775475502014
156,156,0.86328125,0.36576101183891296
157,157,0.83203125,0.4250231981277466
158,158,0.83984375,0.42355117201805115
159,159,0.828125,0.4157300293445587
160,160,0.8046875,0.4928745627403259
161,161,0.8125,0.45806461572647095
162,162,0.89453125,0.3805699348449707
163,163,0.86328125,0.4122902750968933
164,164,0.8515625,0.3975050449371338
165,165,0.83984375,0.41556277871131897
166,166,0.82421875,0.3921218812465668
167,167,0.80859375,0.41812074184417725
168,168,0.8125,0.45013588666915894
169,169,0.80859375,0.4545409381389618
170,170,0.8984375,0.2920685112476349
171,171,0.84375,0.40915077924728394
172,172,0.8046875,0.45919090509414673
173,173,0.87109375,0.3848479986190796
174,174,0.85546875,0.39768487215042114
175,175,0.83984375,0.4256698787212372
176,176,0.8671875,0.37471887469291687
177,177,0.8359375,0.41484397649765015
178,178,0.84375,0.4220164716243744
179,179,0.88671875,0.3404078781604767
180,180,0.8359375,0.4011954069137573
181,181,0.83984375,0.4249751567840576
182,182,0.82421875,0.4451639652252197
183,183,0.8359375,0.4058274030685425
184,184,0.8359375,0.41540223360061646
185,185,0.90625,0.3084565997123718
186,186,0.87890625,0.3563002347946167
187,187,0.859375,0.36984989047050476
188,188,0.8359375,0.4273242950439453
189,189,0.87890625,0.35926926136016846
