,step,accuracy,examples_per_second,loss
0,0,0.5078125,700.0496959202195,2.6199491024017334
1,1,0.4765625,5688.818963050872,2.619455575942993
2,2,0.4375,6029.750687916259,2.5446009635925293
3,3,0.5234375,3990.1368046704,2.019447088241577
4,4,0.52734375,6131.56817442053,1.9441101551055908
5,5,0.51953125,4377.920126558021,1.9121934175491333
6,6,0.49609375,4192.7480973857355,1.6232202053070068
7,7,0.50390625,4561.117632066334,1.6232681274414062
8,8,0.42578125,4418.127004373928,1.6907017230987549
9,9,0.48828125,4487.367672318321,1.305450677871704
10,10,0.48828125,4440.307439096507,1.1677372455596924
11,11,0.53515625,3790.979338784618,0.9966773390769958
12,12,0.54296875,7128.055869778805,0.8660996556282043
13,13,0.421875,5140.595207660083,0.9678354859352112
14,14,0.40625,4552.087400743601,0.971390426158905
15,15,0.45703125,4368.266813124224,0.852602481842041
16,16,0.41015625,4265.687616202386,0.880595326423645
17,17,0.44140625,4489.187504180882,0.8645046353340149
18,18,0.453125,4533.253218159327,0.8116278052330017
19,19,0.4765625,4530.19303937659,0.8521221280097961
20,20,0.4453125,4368.835567780025,0.8720080852508545
21,21,0.49609375,6002.883776576416,0.8235885500907898
22,22,0.49609375,4411.628397339239,0.831413984298706
23,23,0.45703125,3703.7457667458875,0.7825534343719482
24,24,0.421875,5866.832536512603,0.8668597340583801
25,25,0.45703125,4571.64313875761,0.822005033493042
26,26,0.50390625,5989.422969437674,0.7361718416213989
27,27,0.44140625,4719.661298262888,0.7756356000900269
28,28,0.48046875,4734.31139329806,0.7207720875740051
29,29,0.4453125,6600.330858126383,0.7227467894554138
30,30,0.5,4591.053519585081,0.6914300918579102
31,31,0.53125,5005.229363614328,0.6973637342453003
32,32,0.5859375,5844.288060960675,0.6797346472740173
33,33,0.53515625,6146.555750186044,0.7003489136695862
34,34,0.5703125,4492.117341901368,0.6844656467437744
35,35,0.64453125,4515.447569945289,0.659942626953125
36,36,0.55859375,4387.096318692544,0.6864687204360962
37,37,0.59765625,5694.6419521301705,0.6668093204498291
38,38,0.64453125,6885.520411435021,0.6636273860931396
39,39,0.55859375,5953.127662641517,0.686561107635498
40,40,0.578125,4683.388832186194,0.6796720623970032
41,41,0.55078125,6094.05388348137,0.7036006450653076
42,42,0.55078125,4553.882859881418,0.6856663823127747
43,43,0.640625,4423.532854894658,0.6594045758247375
44,44,0.578125,5810.605682125656,0.6810325980186462
45,45,0.61328125,6284.851995364246,0.6589296460151672
46,46,0.59765625,3386.4824280041757,0.681346595287323
47,47,0.63671875,4486.80513641245,0.656363844871521
48,48,0.625,4212.271972633263,0.6533117294311523
49,49,0.64453125,5781.415462812899,0.6466107368469238
50,50,0.63671875,6910.869691703675,0.651018500328064
51,51,0.57421875,4236.219405287473,0.6718334555625916
52,52,0.65234375,4441.115525720407,0.6407745480537415
53,53,0.6015625,4466.331503111377,0.6644787192344666
54,54,0.62890625,4405.4199858861375,0.6546896696090698
55,55,0.56640625,5760.541127492006,0.6703441143035889
56,56,0.671875,4481.39325542571,0.6310591697692871
57,57,0.625,5895.113258409694,0.6607829332351685
58,58,0.609375,4487.067635615992,0.6454170346260071
59,59,0.65234375,5938.541908865156,0.6347928643226624
60,60,0.609375,5517.57324618199,0.6489289999008179
61,61,0.65234375,6084.66072410139,0.6367193460464478
62,62,0.640625,4737.361017233316,0.6345409750938416
63,63,0.66015625,5978.517951002227,0.6259140968322754
64,64,0.65234375,4474.297124760396,0.6258449554443359
65,65,0.60546875,5913.880162808502,0.64402836561203
66,66,0.6171875,4610.92641785725,0.6394506692886353
67,67,0.65234375,4851.930050338451,0.6287770867347717
68,68,0.6015625,4249.514489025384,0.6519277095794678
69,69,0.5390625,4057.444495248172,0.675629734992981
70,70,0.625,4399.661644492339,0.6319226026535034
71,71,0.61328125,5979.250375881233,0.633265495300293
72,72,0.57421875,6145.99283367486,0.6465533375740051
73,73,0.65234375,6044.176009997242,0.6128754019737244
74,74,0.62890625,4482.890046760187,0.6344133019447327
75,75,0.63671875,5839.965104073186,0.6292378306388855
76,76,0.6484375,6051.12470906478,0.6274139285087585
77,77,0.58203125,3955.8555360294145,0.6489569544792175
78,78,0.67578125,4539.481951854702,0.6090536117553711
79,79,0.6328125,4690.344582965675,0.6296226382255554
80,80,0.6328125,4442.052539694359,0.6367977261543274
81,81,0.640625,7297.317040681791,0.6151431798934937
82,82,0.66015625,5770.230617520139,0.612945556640625
83,83,0.64453125,4609.540798234731,0.620824933052063
84,84,0.70703125,5851.8686555450795,0.5994811058044434
85,85,0.7265625,4304.575107640253,0.5907554626464844
86,86,0.68359375,5928.508538773707,0.6067837476730347
87,87,0.65625,4045.550986575639,0.6112564206123352
88,88,0.65234375,7067.392163444767,0.6156291961669922
89,89,0.625,4581.806724159267,0.632936418056488
90,90,0.671875,5900.004527721303,0.6252747774124146
91,91,0.62890625,5961.556062650255,0.6043899655342102
92,92,0.62109375,4731.766087025498,0.627418577671051
93,93,0.63671875,4759.261844502263,0.618401288986206
94,94,0.6875,5865.967155796903,0.6024534702301025
95,95,0.66796875,6149.442316503253,0.6064845323562622
96,96,0.640625,4074.658652003476,0.617560088634491
97,97,0.59765625,4213.892013657235,0.6358893513679504
98,98,0.64453125,4506.5025245000315,0.6087026596069336
99,99,0.70703125,3650.2710281009267,0.5793715119361877
100,100,0.67578125,4453.8263751488075,0.61176598072052
101,101,0.7421875,4334.847896649172,0.5643015503883362
102,102,0.62890625,6104.690621304467,0.6127162575721741
103,103,0.6875,3907.7129433172595,0.5997081995010376
104,104,0.62109375,3619.679827400216,0.6148052215576172
105,105,0.6484375,4520.523327972517,0.6056371927261353
106,106,0.62890625,3345.250639457902,0.6194955110549927
107,107,0.70703125,5739.909037452022,0.5778732895851135
108,108,0.60546875,3358.9280878911873,0.617619514465332
109,109,0.671875,7136.725914405163,0.5984794497489929
110,110,0.66796875,4400.905902894476,0.602915346622467
111,111,0.6328125,4308.859057601708,0.6144851446151733
112,112,0.71484375,6429.938284099143,0.5956134796142578
113,113,0.6484375,4028.490693599763,0.606718897819519
114,114,0.61328125,4159.661816435002,0.6219040751457214
115,115,0.7109375,5703.656338477066,0.5743390321731567
116,116,0.69140625,3938.226946296663,0.5839890241622925
117,117,0.671875,5890.8117669003805,0.6021513938903809
118,118,0.69140625,5894.207159286158,0.6062922477722168
119,119,0.64453125,4431.309837066873,0.5921826958656311
120,120,0.69140625,6045.809561883098,0.5911772847175598
121,121,0.671875,4571.72099835651,0.5893334150314331
122,122,0.6953125,6093.396801616217,0.6036978960037231
123,123,0.63671875,4567.656382005743,0.611713707447052
124,124,0.6796875,4316.203014832979,0.5896629095077515
125,125,0.6953125,4332.539074857162,0.5688263773918152
126,126,0.69140625,5828.5844316578,0.5774093866348267
127,127,0.65625,4474.968425966059,0.6020752787590027
128,128,0.703125,6096.060589200452,0.5788260102272034
129,129,0.6953125,4373.37312946505,0.5861327648162842
130,130,0.62109375,4334.690398814738,0.6068176031112671
131,131,0.68359375,4417.14554168295,0.5959704518318176
132,132,0.66015625,6033.138683178442,0.5847994089126587
133,133,0.67578125,4279.782627238557,0.5857541561126709
134,134,0.71484375,5868.692366132673,0.5736100077629089
135,135,0.71484375,5511.795326680629,0.558379590511322
136,136,0.703125,5870.136149926742,0.5410426259040833
137,137,0.66015625,4497.310280123308,0.5990501046180725
138,138,0.66796875,4649.682255941246,0.5827356576919556
139,139,0.703125,6100.077967969731,0.5531283617019653
140,140,0.66796875,4149.999513011483,0.5949026942253113
141,141,0.66015625,4496.293325963335,0.6082003116607666
142,142,0.71875,4155.862273965816,0.5709896683692932
143,143,0.6953125,4782.963495521019,0.582213282585144
144,144,0.66796875,5964.867835854476,0.5711751580238342
145,145,0.65234375,4524.390067545076,0.5991353392601013
146,146,0.6796875,5830.768358575299,0.5667954683303833
147,147,0.6953125,4414.004160192059,0.5676930546760559
148,148,0.6796875,6582.285006681951,0.5978224873542786
149,149,0.65625,5999.227980779975,0.5760880708694458
150,150,0.72265625,4382.601801625299,0.554220974445343
151,151,0.72265625,4618.8999901061225,0.5613170862197876
152,152,0.6875,4454.657871372979,0.5742723941802979
153,153,0.68359375,4331.857393563588,0.5785958766937256
154,154,0.66796875,4538.0813923510295,0.5726594924926758
155,155,0.6796875,6010.141468192885,0.5923462510108948
156,156,0.71484375,5848.872290705465,0.572090744972229
157,157,0.71875,3743.1909974481614,0.5415006875991821
158,158,0.6796875,4083.9263195128538,0.5675700306892395
159,159,0.703125,5673.219158322986,0.5544169545173645
160,160,0.6796875,6105.697314325681,0.565405547618866
161,161,0.69921875,4573.6099059075095,0.5666035413742065
162,162,0.69140625,6035.308998932044,0.5777580738067627
163,163,0.67578125,4659.731041965022,0.5649293065071106
164,164,0.7578125,6081.317958360708,0.5375142097473145
165,165,0.70703125,6063.118027714096,0.5608668923377991
166,166,0.6796875,4149.133549985123,0.5653201937675476
167,167,0.74609375,4131.444714211509,0.5381919741630554
