,step,accuracy,loss
0,0,0.515625,0.7745679616928101
1,1,0.50390625,0.7436841726303101
2,2,0.4453125,0.7508407235145569
3,3,0.41796875,0.7343958616256714
4,4,0.390625,0.7302711009979248
5,5,0.46484375,0.7123010158538818
6,6,0.4375,0.7350559234619141
7,7,0.4921875,0.706206202507019
8,8,0.48046875,0.7038958072662354
9,9,0.484375,0.6969506144523621
10,10,0.51953125,0.6885411739349365
11,11,0.60546875,0.6806200742721558
12,12,0.60546875,0.6771605014801025
13,13,0.5078125,0.6967549324035645
14,14,0.58984375,0.6731588840484619
15,15,0.546875,0.6894829869270325
16,16,0.5625,0.6812902688980103
17,17,0.5234375,0.6990461349487305
18,18,0.546875,0.6884049773216248
19,19,0.640625,0.6637640595436096
20,20,0.5703125,0.6748008131980896
21,21,0.59765625,0.6658720970153809
22,22,0.58984375,0.6724668741226196
23,23,0.5546875,0.6821957230567932
24,24,0.60546875,0.6596413254737854
25,25,0.59765625,0.6595737338066101
26,26,0.5625,0.6647125482559204
27,27,0.61328125,0.6585313081741333
28,28,0.59375,0.6653755903244019
29,29,0.60546875,0.6572753190994263
30,30,0.58203125,0.6708294153213501
31,31,0.61328125,0.6651971936225891
32,32,0.62109375,0.6568208336830139
33,33,0.6015625,0.6652475595474243
34,34,0.671875,0.6495687365531921
35,35,0.5546875,0.6998889446258545
36,36,0.65234375,0.633490800857544
37,37,0.59375,0.6650415062904358
38,38,0.64453125,0.6437516808509827
39,39,0.58203125,0.6732587218284607
40,40,0.6328125,0.6365017890930176
41,41,0.62890625,0.6558427810668945
42,42,0.59375,0.6748327612876892
43,43,0.57421875,0.6638876795768738
44,44,0.6328125,0.6522024273872375
45,45,0.5625,0.7027835249900818
46,46,0.54296875,0.6870022416114807
47,47,0.56640625,0.6708894968032837
48,48,0.62109375,0.6376059651374817
49,49,0.609375,0.6473037004470825
50,50,0.61328125,0.6566864252090454
51,51,0.62109375,0.6524239182472229
52,52,0.58203125,0.6566985845565796
53,53,0.609375,0.6541033983230591
54,54,0.59765625,0.6628677248954773
55,55,0.609375,0.6464585661888123
56,56,0.56640625,0.6824749112129211
57,57,0.625,0.649426281452179
58,58,0.6640625,0.6475301384925842
59,59,0.62890625,0.6314861178398132
60,60,0.64453125,0.6356475949287415
61,61,0.60546875,0.6482171416282654
62,62,0.58203125,0.6694057583808899
